player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,cluster_label
Anthony Davis,LAL,29.0,208.28,114.758776,Kentucky,USA,2012,1,1,40,23.2,9.9,3.1,-3.0,0.072,0.196,0.263,0.578,0.147,2021-22,1
Anthony Edwards,MIN,20.0,193.04,102.0582,Georgia,USA,2020,1,1,72,21.3,4.8,3.8,4.0,0.023,0.113,0.262,0.56,0.173,2021-22,1
Anthony Gill,WAS,29.0,200.66,104.32616,Virginia,USA,Undrafted,Undrafted,Undrafted,44,4.1,1.9,0.6,5.8,0.075,0.1119999999999999,0.138,0.682,0.08,2021-22,0
Armoni Brooks,TOR,24.0,190.5,88.45044,Houston,USA,2019,Undrafted,Undrafted,54,5.3,1.9,1.1,-3.8,0.021,0.0969999999999999,0.159,0.483,0.105,2021-22,0
Andrew Wiggins,GSW,27.0,200.66,89.357624,Kansas,Canada,2014,1,1,73,17.2,4.5,2.2,5.8,0.036,0.095,0.2239999999999999,0.56,0.109,2021-22,3
Jerami Grant,DET,28.0,203.2,95.25432,Syracuse,USA,2014,2,39,47,19.2,4.1,2.4,-7.8,0.017,0.108,0.253,0.556,0.13,2021-22,3
Jordan McLaughlin,MIN,26.0,180.34,83.91452,Southern California,USA,Undrafted,Undrafted,Undrafted,62,3.8,1.5,2.9,2.4,0.023,0.075,0.115,0.535,0.258,2021-22,3
Jeremy Lamb,SAC,30.0,195.58,81.64656,Connecticut,USA,2012,1,12,56,7.3,2.8,1.4,0.6,0.026,0.134,0.1889999999999999,0.521,0.124,2021-22,0
Otto Porter Jr.,GSW,29.0,203.2,89.811216,Georgetown,USA,2013,1,3,63,8.2,5.7,1.5,6.8,0.06,0.1889999999999999,0.145,0.581,0.0969999999999999,2021-22,2
Oshae Brissett,IND,24.0,200.66,95.25432,Syracuse,Canada,Undrafted,Undrafted,Undrafted,67,9.1,5.3,1.1,-6.0,0.065,0.165,0.166,0.53,0.064,2021-22,2
Onyeka Okongwu,ATL,21.0,203.2,108.86208,Southern California,USA,2020,1,6,48,8.2,5.9,1.1,5.5,0.1169999999999999,0.163,0.1369999999999999,0.7140000000000001,0.078,2021-22,2
Omer Yurtseven,MIA,24.0,210.82,124.7378,Georgetown,Turkey,Undrafted,Undrafted,Undrafted,56,5.3,5.3,0.9,5.3,0.12,0.293,0.19,0.546,0.105,2021-22,2
Olivier Sarr,OKC,23.0,213.36,108.86208,Kentucky,France,Undrafted,Undrafted,Undrafted,22,7.0,4.2,0.9,-2.0,0.078,0.133,0.136,0.672,0.066,2021-22,2
Obi Toppin,NYK,24.0,205.74,99.79024,Dayton,USA,2020,1,8,72,9.0,3.7,1.1,6.9,0.0559999999999999,0.155,0.205,0.614,0.105,2021-22,2
OG Anunoby,TOR,24.0,200.66,105.233344,Indiana,United Kingdom,2017,1,23,48,17.1,5.5,2.6,3.9,0.04,0.1159999999999999,0.204,0.5489999999999999,0.108,2021-22,3
Norman Powell,LAC,29.0,190.5,97.52228,UCLA,USA,2015,2,46,45,19.0,3.2,2.1,-8.1,0.013,0.089,0.231,0.603,0.106,2021-22,3
Nikola Vucevic,CHI,31.0,208.28,117.93392,Southern California,Montenegro,2011,1,16,73,17.6,11.0,3.2,-1.6,0.06,0.2739999999999999,0.244,0.5329999999999999,0.153,2021-22,2
Nikola Jokic,DEN,27.0,210.82,128.820128,International,Serbia,2014,2,41,74,27.1,13.8,7.9,8.4,0.09,0.313,0.309,0.6609999999999999,0.3879999999999999,2021-22,1
Nicolas Batum,LAC,33.0,203.2,104.32616,International,France,2008,1,25,59,8.3,4.3,1.7,-4.4,0.019,0.146,0.13,0.608,0.099,2021-22,0
Nickeil Alexander-Walker,UTA,23.0,195.58,92.98636,Virginia Tech,Canada,2019,1,17,65,10.6,2.9,2.4,-3.1,0.024,0.103,0.237,0.475,0.166,2021-22,3
Nick Richards,CHA,24.0,213.36,111.13004,Kentucky,Jamaica,2020,2,42,50,3.0,1.7,0.3,-13.0,0.086,0.1369999999999999,0.147,0.6890000000000001,0.054,2021-22,2
Nic Claxton,BKN,23.0,210.82,97.52228,Georgia,USA,2019,2,31,47,8.7,5.6,0.9,-0.4,0.098,0.157,0.15,0.672,0.066,2021-22,2
Moses Brown,CLE,22.0,218.44,111.13004,UCLA,USA,Undrafted,Undrafted,Undrafted,40,4.3,3.4,0.0,-6.2,0.11,0.257,0.1989999999999999,0.612,0.005,2021-22,2
Moses Moody,GSW,20.0,195.58,95.707912,Arkansas,USA,2021,1,14,52,4.4,1.5,0.4,-4.0,0.0279999999999999,0.098,0.148,0.573,0.0559999999999999,2021-22,0
Myles Turner,IND,26.0,210.82,113.398,Texas-Austin,USA,2015,1,11,42,12.9,7.1,1.0,-0.3,0.052,0.188,0.173,0.615,0.053,2021-22,2
P.J. Tucker,MIA,37.0,195.58,111.13004,Texas-Austin,USA,2006,2,35,71,7.6,5.5,2.1,6.2,0.052,0.146,0.1159999999999999,0.593,0.107,2021-22,0
Naji Marshall,NOP,24.0,200.66,99.79024,Xavier,USA,Undrafted,Undrafted,Undrafted,55,5.7,2.6,1.1,-2.2,0.047,0.142,0.1969999999999999,0.505,0.126,2021-22,0
Nathan Knight,MIN,24.0,208.28,114.758776,William & Mary,USA,Undrafted,Undrafted,Undrafted,37,3.7,2.3,0.6,3.6,0.114,0.174,0.203,0.603,0.126,2021-22,2
Naz Reid,MIN,22.0,205.74,119.748288,Louisiana State,USA,Undrafted,Undrafted,Undrafted,77,8.3,3.9,0.9,-2.4,0.074,0.161,0.209,0.588,0.091,2021-22,2
Nemanja Bjelica,GSW,34.0,205.74,106.140528,International,Serbia,2010,2,35,71,6.1,4.1,2.2,5.2,0.055,0.187,0.175,0.573,0.204,2021-22,2
Nerlens Noel,NYK,28.0,210.82,99.79024,Kentucky,USA,2013,1,6,25,3.4,5.6,0.9,-5.7,0.084,0.161,0.072,0.581,0.06,2021-22,2
Nassir Little,POR,22.0,195.58,99.79024,North Carolina,USA,2019,1,25,42,9.8,5.6,1.3,-0.9,0.052,0.158,0.155,0.575,0.074,2021-22,2
P.J. Washington,CHA,23.0,200.66,104.32616,Kentucky,USA,2019,1,12,65,10.3,5.2,2.3,3.5,0.044,0.142,0.154,0.588,0.1119999999999999,2021-22,0
Pascal Siakam,TOR,28.0,203.2,104.32616,New Mexico State,Cameroon,2016,1,27,68,22.8,8.5,5.3,4.8,0.046,0.182,0.257,0.565,0.2239999999999999,2021-22,1
Reggie Bullock,DAL,31.0,198.12,92.98636,North Carolina,USA,2013,1,25,68,8.6,3.5,1.2,6.6,0.017,0.106,0.128,0.5579999999999999,0.06,2021-22,0
Reggie Jackson,LAC,32.0,187.96,94.347136,Boston College,USA,2011,1,24,75,16.8,3.6,4.8,-1.3,0.016,0.092,0.273,0.488,0.245,2021-22,3
Richaun Holmes,SAC,28.0,208.28,106.59412,Bowling Green,USA,2015,2,37,45,10.4,7.0,1.1,-5.8,0.0819999999999999,0.198,0.153,0.6890000000000001,0.068,2021-22,2
Ricky Rubio,IND,31.0,187.96,86.18248,International,Spain,2009,1,5,34,13.1,4.1,6.6,9.1,0.015,0.122,0.2339999999999999,0.488,0.348,2021-22,1
Raul Neto,WAS,30.0,187.96,81.64656,International,Brazil,2013,2,47,70,7.5,1.9,3.1,-3.3,0.01,0.089,0.18,0.5379999999999999,0.228,2021-22,3
Robert Williams III,BOS,24.0,205.74,107.501304,Texas A&M,USA,2018,1,27,61,10.0,9.6,2.0,10.0,0.131,0.178,0.1119999999999999,0.745,0.095,2021-22,2
Robin Lopez,ORL,34.0,213.36,127.459352,Stanford,USA,2008,1,15,36,7.1,3.5,1.5,-6.4,0.098,0.089,0.182,0.57,0.142,2021-22,0
Rodney Hood,LAC,29.0,203.2,94.347136,Duke,USA,2014,1,23,52,3.1,1.5,0.7,0.8,0.021,0.081,0.106,0.493,0.074,2021-22,0
Rodney McGruder,DET,30.0,193.04,92.98636,Kansas State,USA,Undrafted,Undrafted,Undrafted,51,5.4,2.2,0.9,-3.7,0.037,0.104,0.142,0.5770000000000001,0.094,2021-22,0
Romeo Langford,SAS,22.0,195.58,97.975872,Indiana,USA,2019,1,14,48,4.5,2.3,0.4,1.0,0.035,0.092,0.123,0.52,0.04,2021-22,0
Robert Covington,LAC,31.0,200.66,94.800728,Tennessee State,USA,Undrafted,Undrafted,Undrafted,71,8.5,5.5,1.3,0.6,0.03,0.1669999999999999,0.134,0.5720000000000001,0.066,2021-22,0
Moritz Wagner,ORL,25.0,210.82,111.13004,Michigan,Germany,2018,1,25,63,9.0,3.7,1.4,-7.2,0.0409999999999999,0.19,0.2239999999999999,0.623,0.151,2021-22,2
Rajon Rondo,CLE,36.0,185.42,81.64656,Kentucky,USA,2006,1,21,39,4.8,2.8,4.4,-7.8,0.02,0.118,0.152,0.496,0.366,2021-22,3
RJ Barrett,NYK,22.0,198.12,97.068688,Duke,Canada,2019,1,3,70,20.0,5.8,3.0,-3.3,0.025,0.136,0.268,0.511,0.146,2021-22,3
Pat Connaughton,MIL,29.0,195.58,94.800728,Notre Dame,USA,2015,2,41,65,9.9,4.2,1.3,-0.7,0.025,0.13,0.1369999999999999,0.62,0.067,2021-22,0
Patrick Beverley,MIN,33.0,185.42,81.64656,Arkansas,USA,2009,2,42,58,9.2,4.1,4.6,3.7,0.038,0.119,0.158,0.539,0.249,2021-22,3
Patty Mills,BKN,33.0,182.88,81.64656,St.Mary's College of California,Australia,2009,2,55,81,11.4,1.9,2.3,1.5,0.008,0.055,0.16,0.563,0.106,2021-22,0
Paul George,LAC,32.0,203.2,99.79024,Fresno State,USA,2010,1,10,31,24.3,6.9,5.7,4.2,0.011,0.171,0.3289999999999999,0.5379999999999999,0.286,2021-22,1
Paul Millsap,PHI,37.0,200.66,116.573144,Louisiana Tech,USA,2006,2,47,33,3.5,3.5,0.9,-3.5,0.096,0.182,0.158,0.4579999999999999,0.121,2021-22,0
Paul Reed,PHI,23.0,205.74,95.25432,DePaul,USA,2020,2,58,38,3.1,2.4,0.4,-6.2,0.1369999999999999,0.1639999999999999,0.151,0.568,0.081,2021-22,2
Payton Pritchard,BOS,24.0,185.42,88.45044,Oregon,USA,2020,1,26,71,6.2,1.9,2.0,2.2,0.031,0.093,0.18,0.578,0.222,2021-22,3
Precious Achiuwa,TOR,22.0,203.2,102.0582,Memphis,Nigeria,2020,1,20,73,9.1,6.5,1.1,1.9,0.075,0.188,0.18,0.503,0.072,2021-22,2
Quentin Grimes,NYK,22.0,193.04,95.25432,Houston,USA,2021,1,25,46,6.0,2.0,1.0,-3.0,0.0279999999999999,0.085,0.149,0.565,0.095,2021-22,0
R.J. Hampton,ORL,21.0,193.04,79.3786,International,USA,2020,1,24,64,7.6,3.0,2.5,-14.5,0.015,0.12,0.18,0.481,0.179,2021-22,3
Royce O'Neale,UTA,29.0,195.58,102.511792,Baylor,USA,Undrafted,Undrafted,Undrafted,77,7.4,4.8,2.5,5.3,0.027,0.12,0.098,0.608,0.104,2021-22,0
Montrezl Harrell,CHA,28.0,200.66,108.86208,Louisville,USA,2015,2,32,71,13.1,6.1,2.0,3.0,0.092,0.163,0.198,0.68,0.139,2021-22,2
Mo Bamba,ORL,24.0,213.36,104.779752,Texas-Austin,USA,2018,1,6,71,10.6,8.1,1.2,-9.6,0.077,0.214,0.17,0.5820000000000001,0.073,2021-22,2
Luke Kennard,LAC,26.0,195.58,93.439952,Duke,USA,2017,1,12,70,11.9,3.3,2.1,3.4,0.01,0.1,0.16,0.619,0.111,2021-22,0
Luka Garza,DET,23.0,208.28,110.222856,Iowa,USA,2021,2,52,32,5.8,3.1,0.6,-6.3,0.13,0.1159999999999999,0.195,0.535,0.086,2021-22,2
Luka Doncic,DAL,23.0,200.66,104.32616,International,Slovenia,2018,1,3,65,28.4,9.1,8.7,3.5,0.025,0.23,0.368,0.5710000000000001,0.4579999999999999,2021-22,1
Luguentz Dort,OKC,23.0,190.5,97.52228,Arizona State,Canada,Undrafted,Undrafted,Undrafted,51,17.2,4.2,1.7,-8.1,0.02,0.0969999999999999,0.228,0.541,0.087,2021-22,3
Lou Williams,ATL,35.0,187.96,79.3786,International,USA,2005,2,45,56,6.3,1.6,1.9,0.8,0.02,0.084,0.215,0.5,0.196,2021-22,3
Lonzo Ball,CHI,24.0,198.12,86.18248,UCLA,USA,2017,1,2,35,13.0,5.4,5.1,3.1,0.0289999999999999,0.125,0.17,0.575,0.203,2021-22,3
Lonnie Walker IV,SAS,23.0,193.04,92.532768,Miami,USA,2018,1,18,70,12.1,2.6,2.2,-3.0,0.01,0.095,0.2319999999999999,0.512,0.1369999999999999,2021-22,3
Lindy Waters III,OKC,24.0,198.12,97.52228,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,25,8.0,2.9,1.0,-4.7,0.012,0.14,0.166,0.562,0.078,2021-22,0
Leandro Bolmaro,MIN,21.0,198.12,90.7184,International,Argentina,2020,1,23,35,1.4,1.2,0.6,0.2,0.062,0.107,0.122,0.419,0.118,2021-22,0
LeBron James,LAL,37.0,205.74,113.398,International,USA,2003,1,1,56,30.3,8.2,6.2,-2.5,0.031,0.185,0.317,0.619,0.297,2021-22,1
Lauri Markkanen,CLE,25.0,210.82,108.86208,Arizona,Finland,2017,1,7,61,14.8,5.7,1.3,3.9,0.033,0.147,0.192,0.5820000000000001,0.062,2021-22,0
Jeremiah Robinson-Earl,OKC,21.0,203.2,109.769264,Villanova,USA,2021,2,32,49,7.5,5.6,1.0,-9.8,0.061,0.172,0.152,0.526,0.069,2021-22,2
Kristaps Porzingis,WAS,26.0,220.98,108.86208,International,Latvia,2015,1,4,51,20.2,8.1,2.3,0.4,0.068,0.204,0.286,0.5770000000000001,0.133,2021-22,1
Kyle Anderson,MEM,28.0,205.74,104.32616,UCLA,USA,2014,1,30,69,7.6,5.3,2.7,2.0,0.0409999999999999,0.196,0.156,0.506,0.162,2021-22,3
Kyle Kuzma,WAS,26.0,205.74,100.243832,Utah,USA,2017,1,27,66,17.1,8.5,3.5,-6.1,0.032,0.213,0.238,0.547,0.1639999999999999,2021-22,1
Kyle Lowry,MIA,36.0,182.88,88.904032,Villanova,USA,2006,1,24,63,13.4,4.5,7.5,5.9,0.016,0.1159999999999999,0.178,0.6,0.321,2021-22,1
Malachi Flynn,TOR,24.0,185.42,79.3786,San Diego State,USA,2020,1,29,44,4.3,1.4,1.6,-2.6,0.016,0.0969999999999999,0.157,0.488,0.185,2021-22,0
Kyrie Irving,BKN,30.0,187.96,88.45044,Duke,Australia,2011,1,1,29,27.4,4.4,5.8,5.2,0.015,0.096,0.283,0.5920000000000001,0.235,2021-22,1
LaMelo Ball,CHA,20.0,200.66,81.64656,International,USA,2020,1,3,75,20.1,6.7,7.6,1.5,0.042,0.157,0.271,0.5539999999999999,0.341,2021-22,1
Lamar Stevens,CLE,24.0,198.12,104.32616,Penn State,USA,Undrafted,Undrafted,Undrafted,63,6.1,2.6,0.7,-1.3,0.048,0.1119999999999999,0.1689999999999999,0.544,0.066,2021-22,0
Lance Stephenson,IND,31.0,195.58,95.25432,Cincinnati,USA,2010,2,40,46,8.3,2.8,3.6,-7.0,0.0139999999999999,0.149,0.2189999999999999,0.536,0.298,2021-22,3
Landry Shamet,PHX,25.0,193.04,86.18248,Wichita State,USA,2018,1,26,69,8.3,1.8,1.6,4.9,0.01,0.072,0.16,0.55,0.104,2021-22,0
Larry Nance Jr.,NOP,29.0,200.66,111.13004,Wyoming,USA,2015,1,27,46,7.0,5.4,1.8,-1.9,0.069,0.173,0.128,0.59,0.115,2021-22,2
LaMarcus Aldridge,BKN,36.0,210.82,113.398,Texas-Austin,USA,2006,1,2,47,12.9,5.5,0.9,0.1,0.071,0.16,0.2189999999999999,0.604,0.062,2021-22,2
Malcolm Brogdon,IND,29.0,195.58,103.872568,Virginia,USA,2016,2,36,36,19.1,5.1,5.9,-0.4,0.026,0.121,0.241,0.557,0.271,2021-22,1
Malik Beasley,MIN,25.0,193.04,84.821704,Florida State,USA,2016,1,19,79,12.1,2.9,1.5,2.0,0.012,0.1,0.1889999999999999,0.544,0.085,2021-22,0
Matt Thomas,CHI,27.0,190.5,86.18248,Iowa State,USA,Undrafted,Undrafted,Undrafted,40,4.0,1.3,0.5,1.1,0.0069999999999999,0.096,0.1369999999999999,0.564,0.059,2021-22,0
Maurice Harkless,SAC,29.0,200.66,99.79024,St. John's,USA,2012,1,15,47,4.6,2.4,0.5,-4.2,0.0139999999999999,0.114,0.1119999999999999,0.561,0.035,2021-22,0
Max Strus,MIA,26.0,195.58,97.52228,DePaul,USA,Undrafted,Undrafted,Undrafted,68,10.6,3.0,1.4,5.6,0.016,0.1119999999999999,0.177,0.614,0.086,2021-22,0
Maxi Kleber,DAL,30.0,208.28,108.86208,International,Germany,Undrafted,Undrafted,Undrafted,59,7.0,5.9,1.2,3.9,0.047,0.182,0.131,0.537,0.067,2021-22,2
Mike Conley,UTA,34.0,185.42,79.3786,Ohio State,USA,2007,1,4,72,13.7,3.0,5.3,7.7,0.023,0.079,0.2019999999999999,0.5720000000000001,0.281,2021-22,3
Mike Muscala,OKC,30.0,208.28,108.86208,Bucknell,USA,2013,2,44,43,8.0,3.0,0.5,1.8,0.032,0.166,0.198,0.63,0.06,2021-22,0
Miles Bridges,CHA,24.0,200.66,102.0582,Michigan State,USA,2018,1,12,80,20.2,7.0,3.8,2.1,0.03,0.158,0.2239999999999999,0.593,0.153,2021-22,1
Miles McBride,NYK,21.0,185.42,88.45044,West Virginia,USA,2021,2,36,40,2.2,1.1,1.0,13.0,0.011,0.0969999999999999,0.1369999999999999,0.3929999999999999,0.159,2021-22,0
Mitchell Robinson,NYK,24.0,213.36,108.86208,Western Kentucky,USA,2018,2,36,72,8.5,8.6,0.5,-2.1,0.145,0.171,0.11,0.722,0.032,2021-22,2
Mikal Bridges,PHX,25.0,198.12,94.800728,Villanova,USA,2018,1,10,82,14.2,4.2,2.3,9.8,0.027,0.089,0.149,0.627,0.084,2021-22,0
Monte Morris,DEN,27.0,187.96,83.007336,Iowa State,USA,2017,2,51,75,12.6,3.0,4.4,6.0,0.013,0.087,0.173,0.583,0.201,2021-22,3
Mason Plumlee,CHA,32.0,210.82,115.212368,Duke,USA,2013,1,22,73,6.5,7.7,3.1,0.9,0.091,0.205,0.1169999999999999,0.603,0.165,2021-22,2
Malik Monk,LAL,24.0,190.5,90.7184,Kentucky,USA,2017,1,11,76,13.8,3.4,2.9,0.3,0.017,0.099,0.195,0.597,0.144,2021-22,3
Marcus Morris Sr.,LAC,32.0,203.2,98.883056,Kansas,USA,2011,1,14,54,15.4,4.4,2.1,-4.8,0.016,0.129,0.228,0.5489999999999999,0.114,2021-22,3
Matisse Thybulle,PHI,25.0,195.58,91.171992,Washington,USA,2019,1,20,66,5.7,2.3,1.1,3.8,0.026,0.064,0.095,0.594,0.063,2021-22,0
Marcus Smart,BOS,28.0,193.04,99.79024,Oklahoma State,USA,2014,1,6,71,12.1,3.8,5.9,9.3,0.018,0.093,0.179,0.54,0.245,2021-22,3
Markus Howard,DEN,23.0,177.8,79.3786,Marquette,USA,Undrafted,Undrafted,Undrafted,31,4.1,0.4,0.2,-4.9,0.01,0.064,0.264,0.5670000000000001,0.068,2021-22,0
Marquese Chriss,DAL,24.0,205.74,108.86208,Washington,USA,2016,1,8,34,4.5,3.0,0.5,-2.1,0.096,0.1969999999999999,0.205,0.518,0.079,2021-22,2
Marvin Bagley III,DET,23.0,210.82,106.59412,Duke,USA,2018,1,2,48,11.3,7.0,0.8,-5.6,0.084,0.2,0.191,0.551,0.049,2021-22,2
Rudy Gay,UTA,35.0,203.2,113.398,Connecticut,USA,2006,1,8,55,8.1,4.4,1.0,8.7,0.05,0.166,0.185,0.539,0.078,2021-22,0
Rui Hachimura,WAS,24.0,203.2,104.32616,Gonzaga,Japan,2019,1,9,42,11.3,3.8,1.1,-7.1,0.027,0.143,0.205,0.579,0.08,2021-22,0
Justin Champagnie,TOR,21.0,198.12,93.439952,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,36,2.3,2.0,0.3,7.4,0.111,0.126,0.111,0.5710000000000001,0.051,2021-22,0
Justin Holiday,SAC,33.0,198.12,81.64656,Washington,USA,Undrafted,Undrafted,Undrafted,74,10.1,2.6,1.7,-5.1,0.0139999999999999,0.08,0.156,0.5429999999999999,0.086,2021-22,0
Justin Robinson,DET,24.0,185.42,88.45044,Virginia Tech,USA,2019,Undrafted,Undrafted,25,3.1,0.8,1.3,-17.5,0.011,0.051,0.153,0.4039999999999999,0.175,2021-22,0
Justise Winslow,POR,26.0,198.12,100.697424,Duke,USA,2015,1,10,48,5.7,4.2,1.8,2.1,0.06,0.177,0.178,0.479,0.155,2021-22,0
Jusuf Nurkic,POR,27.0,210.82,131.54168,International,Bosnia and Herzegovina,2014,1,16,56,15.0,11.1,2.8,-0.1,0.1009999999999999,0.283,0.233,0.586,0.16,2021-22,2
KZ Okpala,MIA,23.0,203.2,97.52228,Stanford,USA,2019,2,32,21,3.7,2.0,0.7,2.7,0.044,0.118,0.141,0.521,0.0819999999999999,2021-22,0
Kai Jones,CHA,21.0,208.28,100.243832,Texas-Austin,Bahamas,2021,1,19,21,1.0,0.5,0.2,-11.1,0.045,0.114,0.15,0.628,0.103,2021-22,0
Karl-Anthony Towns,MIN,26.0,210.82,112.490816,Kentucky,USA,2015,1,1,74,24.6,9.8,3.6,5.3,0.074,0.21,0.272,0.64,0.177,2021-22,1
Keifer Sykes,IND,28.0,180.34,75.749864,Wisc.-Green Bay,USA,Undrafted,Undrafted,Undrafted,32,5.6,1.4,1.9,-4.5,0.0139999999999999,0.069,0.174,0.456,0.162,2021-22,0
Keita Bates-Diop,SAS,26.0,203.2,103.872568,Ohio State,USA,2018,2,48,59,5.7,3.9,0.7,0.8,0.061,0.163,0.144,0.578,0.059,2021-22,0
Kelan Martin,BOS,26.0,195.58,104.32616,Butler,USA,Undrafted,Undrafted,Undrafted,30,5.7,1.8,0.7,-6.2,0.035,0.086,0.18,0.484,0.072,2021-22,0
Keldon Johnson,SAS,22.0,198.12,99.79024,Kentucky,USA,2019,1,29,75,17.0,6.1,2.1,2.1,0.031,0.148,0.21,0.574,0.091,2021-22,3
Keljin Blevins,POR,26.0,193.04,90.7184,Montana State,USA,2019,Undrafted,Undrafted,31,3.1,1.5,0.6,-27.7,0.042,0.09,0.161,0.41,0.083,2021-22,0
Kelly Olynyk,DET,31.0,210.82,108.86208,Gonzaga,Canada,2013,1,13,40,9.1,4.4,2.8,-4.9,0.067,0.17,0.207,0.561,0.214,2021-22,3
Kelly Oubre Jr.,CHA,26.0,198.12,92.079176,Kansas,USA,2015,1,15,76,15.0,4.0,1.1,-0.2,0.036,0.106,0.223,0.56,0.063,2021-22,3
Kevon Looney,GSW,26.0,205.74,100.697424,UCLA,USA,2015,1,30,82,6.0,7.3,2.0,6.0,0.12,0.21,0.12,0.586,0.127,2021-22,2
Kevin Porter Jr.,HOU,22.0,193.04,92.079176,Southern California,USA,2019,1,30,61,15.6,4.4,6.2,-6.7,0.022,0.111,0.239,0.531,0.302,2021-22,1
Kevin Pangos,CLE,29.0,185.42,81.19296800000001,Gonzaga,Canada,Undrafted,Undrafted,Undrafted,24,1.6,0.5,1.3,-12.1,0.012,0.057,0.143,0.408,0.246,2021-22,0
Kevin Love,CLE,33.0,203.2,113.851592,UCLA,USA,2008,1,5,74,13.6,7.2,2.2,1.5,0.051,0.258,0.239,0.594,0.153,2021-22,2
Kevin Knox II,ATL,22.0,200.66,97.52228,Kentucky,USA,2018,1,9,30,3.1,1.5,0.3,-15.1,0.055,0.127,0.187,0.491,0.077,2021-22,0
Kevin Huerter,ATL,23.0,200.66,89.811216,Maryland,USA,2018,1,19,74,12.1,3.4,2.7,3.8,0.0139999999999999,0.098,0.1689999999999999,0.57,0.125,2021-22,3
Kevin Durant,BKN,33.0,208.28,108.86208,Texas-Austin,USA,2007,1,2,55,29.9,7.4,6.4,6.5,0.015,0.166,0.31,0.634,0.2739999999999999,2021-22,1
Keon Johnson,POR,20.0,193.04,83.91452,Tennessee,USA,2021,1,21,37,7.2,2.2,2.1,-19.0,0.031,0.083,0.207,0.4529999999999999,0.174,2021-22,3
Kenyon Martin Jr.,HOU,21.0,195.58,97.52228,International,USA,2020,2,52,79,8.8,3.8,1.3,-6.9,0.047,0.131,0.158,0.603,0.091,2021-22,0
Kentavious Caldwell-Pope,WAS,29.0,195.58,92.532768,Georgia,USA,2013,1,8,77,13.2,3.4,1.9,-4.7,0.018,0.093,0.185,0.568,0.09,2021-22,3
Kent Bazemore,LAL,32.0,193.04,88.45044,Old Dominion,USA,Undrafted,Undrafted,Undrafted,39,3.4,1.8,0.9,-8.9,0.022,0.0969999999999999,0.128,0.451,0.085,2021-22,0
Kenrich Williams,OKC,27.0,198.12,95.25432,TCU,USA,Undrafted,Undrafted,Undrafted,49,7.4,4.5,2.2,1.7,0.062,0.123,0.153,0.532,0.159,2021-22,0
Kemba Walker,NYK,32.0,182.88,83.46092800000001,Connecticut,USA,2011,1,9,37,11.6,3.0,3.5,-9.1,0.0139999999999999,0.099,0.2019999999999999,0.537,0.22,2021-22,3
Kessler Edwards,BKN,21.0,200.66,92.079176,Pepperdine,USA,2021,2,44,48,5.9,3.6,0.6,-3.3,0.043,0.124,0.132,0.516,0.04,2021-22,0
Julius Randle,NYK,27.0,203.2,113.398,Kentucky,USA,2014,1,7,72,20.1,9.9,5.1,-3.6,0.045,0.225,0.2789999999999999,0.509,0.251,2021-22,1
Juancho Hernangomez,UTA,26.0,205.74,97.068688,International,Spain,2016,1,15,40,3.3,2.5,0.5,0.5,0.063,0.155,0.133,0.542,0.064,2021-22,0
Juan Toscano-Anderson,GSW,29.0,198.12,94.800728,Marquette,USA,Undrafted,Undrafted,Undrafted,73,4.1,2.4,1.7,2.9,0.03,0.143,0.144,0.561,0.18,2021-22,0
John Konchar,MEM,26.0,195.58,95.25432,Indiana-Purdue Fort Wayne,USA,Undrafted,Undrafted,Undrafted,72,4.8,4.6,1.5,2.7,0.059,0.182,0.0969999999999999,0.615,0.109,2021-22,2
John Collins,ATL,24.0,205.74,102.511792,Wake Forest,USA,2017,1,19,54,16.2,7.8,1.8,0.8,0.0559999999999999,0.19,0.2019999999999999,0.61,0.088,2021-22,2
Joel Embiid,PHI,28.0,213.36,127.00576,Kansas,Cameroon,2014,1,3,68,30.6,11.7,4.2,7.9,0.068,0.273,0.375,0.616,0.236,2021-22,1
Joe Wieskamp,SAS,22.0,198.12,92.98636,Iowa,USA,2021,2,41,29,2.1,0.5,0.3,1.5,0.017,0.045,0.129,0.494,0.065,2021-22,0
Jonas Valanciunas,NOP,30.0,210.82,120.20188,International,Lithuania,2011,1,5,74,17.8,11.4,2.6,1.2,0.1,0.28,0.238,0.617,0.1369999999999999,2021-22,2
Jock Landale,SAS,26.0,210.82,115.66596,International,Australia,Undrafted,Undrafted,Undrafted,54,4.9,2.6,0.8,-1.1,0.094,0.118,0.172,0.597,0.115,2021-22,0
Jimmy Butler,MIA,32.0,200.66,104.32616,Marquette,USA,2011,1,30,57,21.4,5.9,5.5,6.1,0.055,0.125,0.26,0.5920000000000001,0.264,2021-22,1
Jevon Carter,MIL,26.0,185.42,90.7184,West Virginia,USA,2018,2,32,66,4.2,1.7,1.5,-3.0,0.0139999999999999,0.0969999999999999,0.135,0.531,0.148,2021-22,0
Rudy Gobert,UTA,30.0,215.9,117.026736,International,France,2013,1,27,66,15.6,14.7,1.1,9.6,0.114,0.312,0.166,0.732,0.052,2021-22,2
